,0
2998,22
2999,94
3000,416
3001,331
3002,11
3003,24
3004,152
3005,4
3006,311
3007,517
3008,175
3009,169
3010,75
3011,466
3012,169
3013,92
3014,64
3015,149
3016,55
3017,2
3018,348
3019,550
3020,48
3021,651
3022,139
3023,5
3024,133
3025,497
3026,461
3027,131
3028,174
3029,208
3030,680
3031,16
3032,52
3033,2
3034,272
3035,422
3036,414
3037,149
3038,524
3039,34
3040,151
3041,7
3042,8
3043,149
3044,40
3045,5
3046,53
3047,179
3048,3
3049,540
3050,478
3051,178
3052,53
3053,191
3054,17
3055,99
3056,106
3057,467
3058,624
3059,112
3060,172
3061,379
3062,249
3063,291
3064,618
3065,6
3066,206
3067,610
3068,3
3069,205
3070,64
3071,313
3072,125
3073,270
3074,336
3075,78
3076,13
3077,17
3078,48
3079,133
3080,6
3081,4
3082,10
3083,177
3084,111
3085,185
3086,563
3087,188
3088,308
3089,199
3090,304
3091,367
3092,4
3093,208
3094,162
3095,48
3096,198
3097,98
3098,44
3099,538
3100,99
3101,163
3102,339
3103,91
3104,31
3105,328
3106,49
3107,2
3108,165
3109,231
3110,316
3111,284
3112,4
3113,26
3114,115
3115,274
3116,560
3117,189
3118,681
3119,428
3120,308
3121,56
3122,12
3123,9
3124,27
3125,863
3126,7
3127,51
3128,576
3129,176
3130,17
3131,92
3132,65
3133,123
3134,134
3135,8
3136,74
3137,6
3138,17
3139,133
3140,41
3141,321
3142,217
3143,406
3144,580
3145,180
3146,58
3147,88
3148,812
3149,3
3150,240
3151,226
3152,9
3153,244
3154,52
3155,822
3156,31
3157,34
3158,359
3159,207
3160,425
3161,291
3162,95
3163,345
3164,137
3165,497
3166,121
3167,6
3168,54
3169,88
3170,14
3171,637
3172,11
3173,21
3174,656
3175,118
3176,3
3177,78
3178,203
3179,355
3180,495
3181,53
3182,267
3183,359
3184,47
3185,147
3186,16
3187,79
3188,101
3189,47
3190,272
3191,256
3192,159
3193,344
3194,16
3195,174
3196,346
3197,461
3198,668
3199,23
3200,55
3201,107
3202,118
3203,96
3204,182
3205,45
3206,458
3207,13
3208,87
3209,45
3210,1
3211,43
3212,357
3213,274
3214,505
3215,23
3216,264
3217,239
3218,377
3219,151
3220,211
3221,141
3222,257
3223,332
3224,3
3225,213
3226,2
3227,592
3228,108
3229,24
3230,209
3231,31
3232,180
3233,272
3234,178
3235,253
3236,75
3237,314
3238,52
3239,51
3240,8
3241,284
3242,266
3243,602
3244,188
3245,623
3246,486
3247,127
3248,433
3249,170
3250,53
3251,100
3252,294
3253,99
3254,647
3255,244
3256,11
3257,138
3258,329
3259,6
3260,19
3261,79
3262,179
3263,579
3264,11
3265,26
3266,485
3267,39
3268,75
3269,489
3270,310
3271,47
3272,495
3273,710
3274,203
3275,324
3276,180
3277,11
3278,61
3279,217
3280,239
3281,246
3282,13
3283,312
3284,141
3285,342
3286,631
3287,119
3288,470
3289,365
3290,84
3291,39
3292,10
3293,943
3294,622
3295,328
3296,174
3297,73
3298,245
3299,396
3300,233
3301,283
3302,10
3303,285
3304,130
3305,289
3306,269
3307,242
3308,214
3309,75
3310,67
3311,1
3312,171
3313,432
3314,68
3315,37
3316,12
3317,45
3318,10
3319,45
3320,107
3321,270
3322,148
3323,407
3324,22
3325,10
3326,6
3327,139
3328,203
3329,221
3330,71
3331,218
3332,467
3333,114
3334,128
3335,6
3336,37
3337,268
3338,239
3339,4
3340,23
3341,121
3342,86
3343,14
3344,68
3345,102
3346,8
3347,29
3348,2
3349,62
3350,456
3351,262
3352,220
3353,63
3354,321
3355,209
3356,4
3357,19
3358,9
3359,480
3360,14
3361,4
3362,490
3363,492
3364,67
3365,10
3366,585
3367,359
3368,596
3369,5
3370,139
3371,98
3372,73
3373,365
3374,157
3375,339
3376,5
3377,549
3378,446
3379,208
3380,126
3381,67
3382,204
3383,219
3384,223
3385,46
3386,20
3387,263
3388,118
3389,57
3390,171
3391,44
3392,398
3393,46
3394,39
3395,123
3396,227
3397,27
3398,113
3399,171
3400,345
3401,7
3402,37
3403,203
3404,113
3405,112
3406,34
3407,14
3408,280
3409,244
3410,349
3411,289
3412,104
3413,112
3414,15
3415,362
3416,231
3417,106
3418,706
3419,8
3420,102
3421,36
3422,263
3423,288
3424,163
3425,227
3426,7
3427,102
3428,430
3429,814
3430,364
3431,28
3432,335
3433,112
3434,9
3435,30
3436,8
3437,312
3438,258
3439,16
3440,424
3441,13
3442,433
3443,178
3444,251
3445,16
3446,219
3447,21
3448,195
3449,2
3450,7
3451,7
3452,6
3453,368
3454,255
3455,78
3456,887
3457,374
3458,626
3459,268
3460,36
3461,199
3462,362
3463,16
3464,74
3465,230
3466,22
3467,179
3468,337
3469,19
3470,108
3471,214
3472,3
3473,91
3474,367
3475,175
3476,260
3477,102
3478,272
3479,240
3480,179
3481,31
3482,55
3483,82
3484,420
3485,387
3486,375
3487,114
3488,215
3489,49
3490,293
3491,140
3492,90
3493,9
3494,86
3495,20
3496,96
3497,25
3498,108
3499,1
3500,785
3501,43
3502,162
3503,170
3504,89
3505,32
3506,107
3507,106
3508,553
3509,6
3510,191
3511,562
3512,80
3513,136
3514,114
3515,87
3516,245
3517,139
3518,285
3519,127
3520,757
3521,88
3522,62
3523,252
3524,116
3525,85
3526,20
3527,134
3528,89
3529,459
3530,26
3531,124
3532,254
3533,10
3534,210
3535,248
3536,47
3537,152
3538,124
3539,251
3540,218
3541,30
3542,59
3543,121
3544,152
3545,14
3546,263
3547,48
3548,41
3549,222
3550,124
3551,237
3552,446
3553,244
3554,3
3555,178
3556,232
3557,29
3558,337
3559,4
3560,10
3561,717
3562,103
3563,730
3564,396
3565,96
3566,95
3567,106
3568,205
3569,348
3570,57
3571,370
3572,14
3573,489
3574,62
3575,451
3576,473
3577,149
3578,5
3579,155
3580,82
3581,606
3582,239
3583,135
3584,202
3585,107
3586,6
3587,257
3588,4
3589,358
3590,179
3591,18
3592,21
3593,171
3594,138
3595,316
3596,57
3597,266
3598,195
3599,239
3600,446
3601,391
3602,6
3603,40
3604,197
3605,95
3606,66
3607,8
3608,152
3609,3
3610,430
3611,215
3612,634
3613,376
3614,122
3615,333
3616,317
3617,77
3618,174
3619,433
3620,141
3621,62
3622,3
3623,12
3624,60
3625,370
3626,6
3627,41
3628,9
3629,78
3630,642
3631,78
3632,222
3633,69
3634,337
3635,62
3636,241
3637,357
3638,25
3639,198
3640,90
3641,371
3642,162
3643,233
3644,11
3645,590
3646,166
3647,151
3648,448
3649,181
3650,153
3651,211
3652,7
3653,217
3654,1
3655,64
3656,1
3657,6
3658,795
3659,3
3660,31
3661,105
3662,308
3663,119
3664,11
3665,127
3666,118
3667,343
3668,527
3669,133
3670,432
3671,555
3672,222
3673,1
3674,9
3675,22
3676,310
3677,329
3678,281
3679,15
3680,558
3681,55
3682,341
3683,45
3684,346
3685,204
3686,2
3687,84
3688,9
3689,337
3690,336
3691,323
3692,303
3693,286
3694,455
3695,389
3696,68
3697,121
3698,308
3699,220
3700,487
3701,246
3702,178
3703,242
3704,168
3705,434
3706,744
3707,129
3708,47
3709,248
3710,174
3711,337
3712,374
3713,228
3714,303
3715,171
3716,307
3717,36
3718,61
3719,165
3720,7
3721,197
3722,14
3723,44
3724,104
3725,218
3726,257
3727,3
3728,299
3729,351
3730,29
3731,282
3732,402
3733,243
3734,349
3735,64
3736,252
3737,30
3738,224
3739,112
3740,33
3741,261
3742,366
3743,32
3744,435
3745,383
3746,13
3747,89
3748,12
3749,136
3750,171
3751,13
3752,103
3753,2
3754,668
3755,324
3756,26
3757,64
3758,233
3759,141
3760,161
3761,138
3762,390
3763,153
3764,213
3765,566
3766,784
3767,184
3768,44
3769,20
3770,409
3771,133
3772,215
3773,63
3774,119
3775,119
3776,122
3777,3
3778,3
3779,12
3780,377
3781,207
3782,154
3783,41
3784,140
3785,7
3786,287
3787,229
3788,237
3789,759
3790,3
3791,23
3792,9
3793,89
3794,188
3795,54
3796,151
3797,14
3798,408
3799,234
3800,267
3801,86
3802,732
3803,113
3804,285
3805,198
3806,75
3807,290
3808,64
3809,134
3810,25
3811,49
3812,30
3813,226
3814,286
3815,11
3816,224
3817,11
3818,17
3819,206
3820,299
3821,319
3822,3
3823,13
3824,167
3825,10
3826,126
3827,1
3828,5
3829,310
3830,61
3831,400
3832,6
3833,11
3834,10
3835,133
3836,182
3837,275
3838,196
3839,231
3840,402
3841,21
3842,544
3843,106
3844,4
3845,7
3846,6
3847,101
3848,40
3849,115
3850,27
3851,46
3852,660
3853,23
3854,16
3855,297
3856,215
3857,1
3858,40
3859,151
3860,98
3861,13
3862,382
3863,227
3864,180
3865,195
3866,283
3867,19
3868,3
3869,342
3870,4
3871,596
3872,141
3873,687
3874,47
3875,31
3876,120
3877,216
3878,557
3879,439
3880,16
3881,237
3882,116
3883,475
3884,7
3885,5
3886,71
3887,13
3888,421
3889,62
3890,68
3891,194
3892,495
3893,85
3894,28
3895,547
3896,27
3897,88
3898,289
3899,271
3900,151
3901,149
3902,168
3903,181
3904,60
3905,241
3906,278
3907,36
3908,329
3909,108
3910,163
3911,465
3912,554
3913,458
3914,158
3915,239
3916,87
3917,5
3918,79
3919,286
3920,236
3921,86
3922,158
3923,118
3924,37
3925,357
3926,245
3927,237
3928,324
3929,110
3930,218
3931,737
3932,6
3933,382
3934,367
3935,121
3936,49
3937,299
3938,63
3939,34
3940,137
3941,165
3942,210
3943,5
3944,65
3945,282
3946,184
3947,173
3948,481
3949,473
3950,122
3951,61
3952,396
3953,132
3954,687
3955,14
3956,145
3957,187
3958,24
3959,96
3960,4
3961,120
3962,23
3963,128
3964,187
3965,21
3966,405
3967,46
3968,17
3969,169
3970,15
3971,260
3972,692
3973,176
3974,276
3975,46
3976,590
3977,129
3978,93
3979,5
3980,117
3981,3
3982,26
3983,9
3984,28
3985,49
3986,188
3987,536
3988,154
3989,361
3990,11
3991,12
3992,384
3993,154
3994,90
3995,57
3996,245
3997,567
3998,43
3999,21
4000,715
4001,14
4002,484
4003,5
4004,73
4005,233
4006,22
4007,318
4008,10
4009,178
4010,8
4011,188
4012,17
4013,92
4014,640
4015,9
4016,96
4017,4
4018,95
4019,626
4020,10
4021,223
4022,54
4023,1
4024,174
4025,204
4026,221
4027,662
4028,7
4029,396
4030,393
4031,1
4032,142
4033,59
4034,253
4035,121
4036,134
4037,70
4038,194
4039,82
4040,110
4041,423
4042,118
4043,20
4044,345
4045,258
4046,11
4047,342
4048,386
4049,292
4050,378
4051,109
4052,328
4053,440
4054,114
4055,206
4056,7
4057,892
4058,123
4059,239
4060,5
4061,80
4062,157
4063,503
4064,161
4065,265
4066,2
4067,117
4068,7
4069,257
4070,21
4071,21
4072,25
4073,57
4074,5
4075,64
4076,216
4077,46
4078,121
4079,15
4080,233
4081,189
4082,244
4083,272
4084,115
4085,539
4086,276
4087,267
4088,314
4089,51
4090,129
4091,111
4092,114
4093,27
4094,213
4095,13
4096,128
4097,37
4098,60
4099,256
4100,316
4101,202
4102,157
4103,47
4104,295
4105,428
4106,431
4107,4
4108,575
4109,5
4110,20
4111,10
4112,38
4113,23
4114,26
4115,229
4116,55
4117,561
4118,87
4119,257
4120,165
4121,569
4122,1
4123,2
4124,141
4125,53
4126,254
4127,108
4128,285
4129,229
4130,145
4131,209
4132,239
4133,402
4134,492
4135,48
4136,454
4137,43
4138,105
4139,176
4140,192
4141,725
4142,127
4143,22
4144,71
4145,296
4146,108
4147,16
4148,464
4149,164
4150,101
4151,190
4152,79
4153,80
4154,52
4155,4
4156,166
4157,463
4158,344
4159,63
4160,4
4161,196
4162,450
4163,339
4164,228
4165,365
4166,52
4167,5
4168,285
4169,6
4170,88
4171,101
4172,322
4173,87
4174,130
4175,246
4176,124
4177,33
4178,448
4179,387
4180,201
4181,162
4182,11
4183,33
4184,167
4185,67
4186,107
4187,8
4188,52
4189,61
4190,166
4191,124
4192,1
4193,1
4194,125
4195,293
4196,11
4197,6
4198,200
4199,27
4200,123
4201,78
4202,102
4203,77
4204,177
4205,95
4206,2
4207,94
4208,217
4209,29
4210,355
4211,478
4212,381
4213,77
4214,14
4215,300
4216,184
4217,47
4218,8
4219,86
4220,202
4221,13
4222,49
4223,566
4224,387
4225,1
4226,83
4227,251
4228,311
4229,47
4230,64
4231,28
4232,97
4233,6
4234,489
4235,102
4236,2
4237,260
4238,181
4239,1
4240,364
4241,69
4242,355
4243,99
4244,721
4245,201
4246,284
4247,382
4248,32
4249,12
4250,334
4251,315
4252,246
4253,220
4254,210
4255,63
4256,457
4257,168
4258,55
4259,355
4260,2
4261,163
4262,208
4263,488
4264,64
4265,243
4266,140
4267,834
4268,68
4269,280
4270,21
4271,185
4272,13
4273,16
4274,130
4275,125
4276,25
4277,3
4278,41
4279,114
4280,338
4281,149
4282,113
4283,331
4284,192
4285,216
4286,167
4287,118
4288,12
4289,213
4290,457
4291,149
4292,200
4293,254
4294,42
4295,5
4296,235
4297,217
4298,379
4299,137
4300,285
4301,280
4302,54
4303,146
4304,21
4305,183
4306,30
4307,62
4308,465
4309,7
4310,540
4311,80
4312,61
4313,69
4314,5
4315,178
4316,730
4317,25
4318,328
4319,487
4320,232
4321,378
4322,52
4323,638
4324,55
4325,373
4326,133
4327,113
4328,354
4329,319
4330,33
4331,17
4332,261
4333,166
4334,89
4335,2
4336,33
4337,124
4338,119
4339,167
4340,175
4341,2
4342,304
4343,51
4344,770
4345,281
4346,249
4347,98
4348,240
4349,303
4350,888
4351,9
4352,223
4353,182
4354,408
4355,98
4356,299
4357,506
4358,25
4359,98
4360,516
4361,555
4362,233
4363,180
4364,306
4365,14
4366,5
4367,3
4368,408
4369,114
4370,7
4371,145
4372,308
4373,160
4374,154
4375,144
4376,163
4377,164
4378,35
4379,19
4380,12
4381,5
4382,194
4383,7
4384,66
4385,281
4386,12
4387,69
4388,211
4389,278
4390,425
4391,8
4392,7
4393,500
4394,18
4395,82
4396,205
4397,102
4398,47
4399,390
4400,6
4401,136
4402,59
4403,10
4404,66
4405,78
4406,64
4407,298
4408,63
4409,9
4410,6
4411,396
4412,112
4413,144
4414,565
4415,7
4416,29
4417,165
4418,52
4419,8
4420,788
4421,59
4422,464
4423,275
4424,332
4425,263
4426,124
4427,15
4428,174
4429,328
4430,244
4431,567
4432,168
4433,2
4434,91
4435,308
4436,349
4437,404
4438,2
4439,167
4440,199
4441,356
4442,19
4443,542
4444,113
4445,133
4446,159
4447,24
4448,178
4449,367
4450,205
4451,119
4452,304
4453,243
4454,8
4455,479
4456,60
4457,194
4458,86
4459,119
4460,11
4461,541
4462,46
4463,33
4464,221
4465,278
4466,26
4467,175
4468,104
4469,134
4470,646
4471,93
4472,48
4473,531
4474,159
4475,625
4476,14
4477,808
4478,30
4479,30
4480,12
4481,178
4482,129
4483,190
4484,472
4485,2
4486,12
4487,86
4488,363
4489,299
4490,53
4491,50
4492,217
4493,356
4494,77
4495,5
4496,170
4497,527
4498,5
4499,571
4500,2
4501,322
4502,374
4503,235
4504,318
4505,10
4506,46
4507,9
4508,19
4509,466
4510,50
4511,698
4512,8
4513,41
4514,7
4515,21
4516,4
4517,705
4518,1
4519,16
4520,6
4521,226
4522,162
4523,118
4524,14
4525,157
4526,140
4527,5
4528,127
4529,144
4530,238
4531,343
4532,352
4533,188
4534,385
4535,123
4536,3
4537,148
4538,9
4539,132
4540,175
4541,282
4542,4
4543,349
4544,314
4545,204
4546,323
4547,108
4548,538
4549,88
4550,593
4551,90
4552,4
4553,27
4554,166
4555,346
4556,312
4557,325
4558,135
4559,295
4560,92
4561,331
4562,16
4563,277
4564,195
4565,78
4566,333
4567,148
4568,111
4569,272
4570,4
4571,5
4572,141
4573,407
4574,175
4575,5
4576,45
4577,5
4578,1
4579,10
4580,110
4581,46
4582,406
4583,285
4584,9
4585,181
4586,37
4587,294
4588,282
4589,377
4590,284
4591,54
4592,276
4593,301
4594,19
4595,103
4596,286
4597,379
4598,149
4599,573
4600,123
4601,48
4602,142
4603,547
4604,2
4605,74
4606,124
4607,513
4608,164
4609,8
4610,750
4611,7
4612,302
4613,34
4614,28
4615,102
4616,157
4617,201
4618,8
4619,190
4620,327
4621,7
4622,4
4623,1
4624,207
4625,15
4626,184
4627,248
4628,41
4629,108
4630,453
4631,47
4632,179
4633,8
4634,60
4635,676
4636,196
4637,117
4638,182
4639,46
4640,62
4641,95
4642,289
4643,414
4644,59
4645,33
4646,126
4647,250
4648,198
4649,2
4650,60
4651,102
4652,290
4653,4
4654,291
4655,108
4656,835
4657,332
4658,171
4659,43
4660,47
4661,449
4662,294
4663,93
4664,313
4665,51
4666,1
4667,150
4668,6
4669,140
4670,103
4671,166
4672,59
4673,160
4674,119
4675,320
4676,282
4677,82
4678,5
4679,102
4680,214
4681,480
4682,2
4683,1
4684,353
4685,178
4686,78
4687,178
4688,30
4689,25
4690,164
4691,1
4692,184
4693,416
4694,192
4695,29
4696,15
4697,16
4698,61
4699,229
4700,190
4701,97
4702,46
4703,522
4704,29
4705,5
4706,399
4707,172
4708,143
4709,10
4710,79
4711,29
4712,199
4713,220
4714,312
4715,58
4716,131
4717,140
4718,364
4719,206
4720,108
4721,563
4722,120
4723,19
4724,281
4725,127
4726,193
4727,572
4728,285
4729,489
4730,20
4731,412
4732,610
4733,93
4734,373
4735,27
4736,49
4737,314
4738,101
4739,839
4740,124
4741,452
4742,645
4743,10
4744,143
4745,172
4746,124
4747,590
4748,25
4749,275
4750,311
4751,184
4752,12
4753,251
4754,222
4755,66
4756,122
4757,219
4758,158
4759,244
4760,288
4761,77
4762,194
4763,91
4764,153
4765,157
4766,4
4767,236
4768,187
4769,564
4770,489
4771,182
4772,118
4773,394
4774,242
4775,15
4776,160
4777,2
4778,130
4779,6
4780,5
4781,7
4782,5
4783,463
4784,526
4785,63
4786,204
4787,310
4788,328
4789,2
4790,26
4791,30
4792,216
4793,105
4794,604
4795,372
4796,69
4797,7
4798,406
4799,496
4800,171
4801,347
4802,152
4803,595
4804,100
4805,310
4806,181
4807,28
4808,9
4809,72
4810,25
4811,51
4812,777
4813,267
4814,49
4815,5
4816,21
4817,176
4818,203
4819,389
4820,417
4821,729
4822,4
4823,419
4824,56
4825,266
4826,126
4827,302
4828,5
4829,434
4830,203
4831,371
4832,163
4833,286
4834,1
4835,471
4836,305
4837,87
4838,185
4839,5
4840,202
4841,46
4842,596
4843,2
4844,86
4845,315
4846,90
4847,545
4848,349
4849,147
4850,176
4851,153
4852,170
4853,2
4854,142
4855,132
4856,20
4857,128
4858,111
4859,155
4860,3
4861,44
4862,247
4863,14
4864,1
4865,182
4866,140
4867,164
4868,78
4869,291
4870,414
4871,258
4872,184
4873,363
4874,172
4875,65
4876,329
4877,448
4878,297
4879,327
4880,3
4881,36
4882,69
4883,218
4884,149
4885,182
4886,232
4887,105
4888,406
4889,138
4890,270
4891,18
4892,147
4893,41
4894,539
4895,244
4896,260
4897,45
4898,77
4899,275
4900,29
4901,81
4902,259
4903,210
4904,43
4905,254
4906,1
4907,4
4908,273
4909,531
4910,168
4911,63
4912,5
4913,589
4914,67
4915,2
4916,362
4917,72
4918,148
4919,360
4920,56
4921,132
4922,11
4923,68
4924,5
4925,143
4926,3
4927,430
4928,481
4929,215
4930,114
4931,211
4932,186
4933,304
4934,230
4935,6
4936,179
4937,872
4938,87
4939,10
4940,12
4941,47
4942,230
4943,57
4944,6
4945,21
4946,163
4947,681
4948,180
4949,28
4950,68
4951,73
4952,123
4953,218
4954,418
4955,130
4956,59
4957,2
4958,376
4959,11
4960,70
4961,103
4962,188
4963,172
4964,212
4965,287
4966,970
4967,181
4968,261
4969,218
4970,18
4971,31
4972,3
4973,649
4974,40
4975,409
4976,436
4977,446
4978,35
4979,214
4980,250
4981,357
4982,106
4983,340
4984,406
4985,90
4986,256
4987,5
4988,111
4989,389
4990,25
4991,578
4992,592
4993,330
4994,195
4995,277
4996,176
4997,5
4998,112
4999,46
5000,338
5001,292
5002,201
5003,338
5004,263
5005,83
5006,229
5007,232
5008,4
5009,255
5010,124
5011,797
5012,142
5013,140
5014,171
5015,138
5016,308
5017,300
5018,283
5019,22
5020,89
5021,576
5022,29
5023,43
5024,74
5025,224
5026,71
5027,121
5028,65
5029,134
5030,281
5031,68
5032,75
5033,118
5034,588
5035,30
5036,568
5037,200
5038,87
5039,160
5040,53
5041,144
5042,70
5043,670
5044,58
5045,93
5046,315
5047,2
5048,64
5049,390
5050,246
5051,88
5052,281
5053,265
5054,53
5055,163
5056,71
5057,7
5058,487
5059,125
5060,323
5061,7
5062,269
5063,55
5064,21
5065,282
5066,188
5067,209
5068,267
5069,40
5070,105
5071,41
5072,8
5073,5
5074,4
5075,384
5076,420
5077,513
5078,34
5079,154
5080,119
5081,385
5082,3
5083,11
5084,190
5085,32
5086,925
5087,129
5088,152
5089,321
5090,46
5091,16
5092,347
5093,1
5094,382
5095,81
5096,666
5097,170
5098,1
5099,220
5100,264
5101,216
5102,668
5103,119
5104,711
5105,332
5106,8
5107,270
5108,21
5109,259
5110,4
5111,56
5112,507
5113,118
5114,175
5115,61
5116,3
5117,23
5118,27
5119,18
5120,71
5121,205
5122,421
5123,238
5124,195
5125,87
5126,203
5127,674
5128,5
5129,579
5130,116
5131,76
5132,33
5133,249
5134,92
5135,276
5136,90
5137,140
5138,1
5139,70
5140,215
5141,64
5142,125
5143,57
5144,573
5145,272
5146,412
5147,140
5148,3
5149,163
5150,172
5151,3
5152,28
5153,254
5154,724
5155,29
5156,250
5157,125
5158,438
5159,100
5160,256
5161,73
5162,163
5163,79
5164,60
5165,8
5166,177
5167,16
5168,52
5169,3
5170,125
5171,229
5172,19
5173,214
5174,133
5175,420
5176,20
5177,353
5178,148
5179,166
5180,20
5181,2
5182,79
5183,66
5184,298
5185,28
5186,114
5187,441
5188,136
5189,313
5190,86
5191,492
5192,50
5193,95
5194,409
5195,39
5196,179
5197,119
5198,21
5199,105
5200,252
5201,4
5202,772
5203,220
5204,154
5205,50
5206,21
5207,13
5208,472
5209,128
5210,149
5211,289
5212,5
5213,118
5214,77
5215,839
5216,128
5217,4
5218,119
5219,133
5220,96
5221,530
5222,78
5223,110
5224,121
5225,145
5226,181
5227,29
5228,3
5229,5
5230,4
5231,124
5232,245
5233,112
5234,414
5235,177
5236,206
5237,399
5238,5
5239,271
5240,113
5241,88
5242,117
5243,459
5244,182
5245,27
5246,384
5247,597
5248,225
5249,235
5250,73
5251,105
5252,141
5253,366
5254,398
5255,37
5256,558
5257,9
5258,349
5259,5
5260,187
5261,171
5262,67
5263,5
5264,65
5265,207
5266,46
5267,272
5268,6
5269,125
5270,51
5271,193
5272,5
5273,62
5274,179
5275,23
5276,113
5277,266
5278,15
5279,220
5280,79
5281,97
5282,154
5283,111
5284,626
5285,27
5286,100
5287,69
5288,91
5289,18
5290,618
5291,569
5292,544
5293,37
5294,222
5295,101
5296,297
5297,126
5298,471
5299,179
5300,297
5301,126
5302,168
5303,6
5304,2
5305,95
5306,270
5307,187
5308,160
5309,92
5310,256
5311,9
5312,85
5313,227
5314,234
5315,6
5316,148
5317,116
5318,181
5319,36
5320,3
5321,51
5322,282
5323,79
5324,2
5325,134
5326,358
5327,7
5328,82
5329,12
5330,1
5331,12
5332,72
5333,153
5334,303
5335,208
5336,9
5337,2
5338,307
5339,306
5340,44
5341,30
5342,250
5343,410
5344,121
5345,299
5346,390
5347,274
5348,92
5349,258
5350,8
5351,87
5352,355
5353,19
5354,24
5355,69
5356,151
5357,6
5358,80
5359,75
5360,99
5361,5
5362,222
5363,115
5364,9
5365,110
5366,205
5367,286
5368,650
5369,800
5370,584
5371,26
5372,217
5373,58
5374,239
5375,38
5376,452
5377,50
5378,9
5379,250
5380,158
5381,373
5382,279
5383,255
5384,32
5385,3
5386,271
5387,27
5388,145
5389,357
5390,271
5391,152
5392,107
5393,214
5394,23
5395,473
5396,249
5397,80
5398,74
5399,11
5400,24
5401,241
5402,16
5403,218
5404,771
5405,21
5406,136
5407,108
5408,267
5409,147
5410,186
5411,328
5412,57
5413,20
5414,148
5415,184
5416,114
5417,308
5418,17
5419,23
5420,9
5421,21
5422,160
5423,335
5424,14
5425,83
5426,29
5427,81
5428,278
5429,216
5430,258
5431,21
5432,443
5433,3
5434,96
5435,149
5436,223
5437,201
5438,213
5439,20
5440,443
5441,248
5442,615
5443,492
5444,127
5445,134
5446,11
5447,375
5448,502
5449,556
5450,41
5451,679
5452,201
5453,266
5454,29
5455,28
5456,36
5457,273
5458,12
5459,20
5460,12
5461,41
5462,116
5463,29
5464,29
5465,4
5466,190
5467,10
5468,47
5469,101
5470,5
5471,150
5472,432
5473,6
5474,1
5475,371
5476,4
5477,130
5478,177
5479,145
5480,10
5481,23
5482,712
5483,54
5484,341
5485,429
5486,4
5487,34
5488,158
5489,10
5490,433
5491,36
5492,156
5493,420
5494,729
5495,214
5496,109
5497,11
5498,109
5499,509
5500,175
5501,108
5502,59
5503,300
5504,146
5505,312
5506,215
5507,99
5508,55
5509,241
5510,207
5511,191
5512,492
5513,265
5514,402
5515,56
5516,190
5517,68
5518,704
5519,317
5520,64
5521,7
5522,112
5523,99
5524,463
5525,34
5526,163
5527,274
5528,50
5529,5
5530,522
5531,151
5532,342
5533,70
5534,239
5535,102
5536,180
5537,73
5538,404
5539,51
5540,152
5541,206
5542,285
5543,232
5544,435
5545,10
5546,423
5547,18
5548,295
5549,558
5550,51
5551,36
5552,500
5553,91
5554,233
5555,223
5556,120
5557,76
5558,862
5559,388
5560,16
5561,27
5562,115
5563,23
5564,368
5565,25
5566,188
5567,467
5568,145
5569,192
5570,94
5571,136
5572,351
5573,326
5574,395
5575,298
5576,681
5577,123
5578,216
5579,288
5580,119
5581,466
5582,496
5583,118
5584,53
5585,105
5586,217
5587,3
5588,172
5589,2
5590,118
5591,93
5592,251
5593,156
5594,319
5595,1
5596,490
5597,10
5598,87
5599,211
5600,18
5601,428
5602,78
5603,153
5604,17
5605,56
5606,500
5607,245
5608,292
5609,241
5610,289
5611,37
5612,340
5613,559
5614,175
5615,4
5616,22
5617,25
5618,345
5619,65
5620,1
5621,20
5622,26
5623,6
5624,167
5625,108
5626,160
5627,12
5628,14
5629,849
5630,436
5631,27
5632,78
5633,112
5634,98
5635,206
5636,75
5637,267
5638,205
5639,108
5640,643
5641,4
5642,406
5643,139
5644,560
5645,31
5646,449
5647,193
5648,37
5649,198
5650,349
5651,447
5652,292
5653,241
5654,161
5655,167
5656,22
5657,633
5658,168
5659,2
5660,240
5661,408
5662,101
5663,1
5664,1
5665,98
5666,296
5667,210
5668,315
5669,303
5670,216
5671,56
5672,6
5673,8
5674,30
5675,106
5676,290
5677,150
5678,4
5679,84
5680,204
5681,26
5682,174
5683,586
5684,182
5685,7
5686,682
5687,58
5688,166
5689,329
5690,387
5691,34
5692,37
5693,32
5694,11
5695,51
5696,138
5697,28
5698,48
5699,234
5700,81
5701,70
5702,29
5703,419
5704,211
5705,353
5706,2
5707,400
5708,11
5709,214
5710,112
5711,22
5712,39
5713,551
5714,37
5715,17
5716,369
5717,738
5718,72
5719,56
5720,11
5721,280
5722,679
5723,219
5724,30
5725,194
5726,12
5727,450
5728,693
5729,260
5730,28
5731,136
5732,169
5733,1
5734,93
5735,256
5736,106
5737,423
5738,182
5739,141
5740,11
5741,6
5742,126
5743,154
5744,41
5745,235
5746,4
5747,223
5748,116
5749,133
5750,6
5751,8
5752,6
5753,631
5754,683
5755,97
5756,214
5757,6
5758,617
5759,10
5760,7
5761,3
5762,308
5763,6
5764,24
5765,87
5766,20
5767,321
5768,5
5769,24
5770,214
5771,8
5772,6
5773,232
5774,146
5775,37
5776,795
5777,4
5778,347
5779,221
5780,1
5781,120
5782,327
5783,38
5784,361
5785,135
5786,1
5787,37
5788,632
5789,97
5790,369
5791,64
5792,23
5793,267
5794,46
5795,586
5796,288
